"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"PAULO DONIZETTI DE ARAUJO";"PAULINHO ARAUJO";"Vereador";65133;"PC do B";"PC do B";"Renúncia";"Concorrendo"
"VICENTE PAULO BOTÃO DE OLIVEIRA";"PAULO BOTÃO";"Vereador";22777;"PL";"PL";"Deferido";"Concorrendo"
"PAULO ROBERTO DA SILVA";"PAULO CLUBECA";"Vereador";17800;"PSL";"PSL";"Deferido";"Concorrendo"
"PAULO ROBERTO DE OLIVEIRA SILVA";"PAULO ROBERTO";"Vereador";70658;"AVANTE";"AVANTE";"Deferido";"Concorrendo"
"PEDRO CASTRO DA SILVA";"PEDRO DIVINO";"Vereador";45333;"PSDB";"PSDB";"Deferido";"Concorrendo"
"AMARILDO PEREIRA DA SILVA";"PEIXEIRO";"Vereador";22022;"PL";"PL";"Deferido";"Concorrendo"
"FERNANDO LUIZ ISOPPO PETITI";"PETITI DA FARMÁCIA COMUNITÁRIA";"Vereador";15605;"MDB";"MDB";"Deferido";"Concorrendo"
"OSVALDO SOARES";"PINICO DA NORTE";"Vereador";11252;"PP";"PP";"Renúncia";"Concorrendo"
"VANDER FERREIRA";"PIRIQUITO";"Vereador";50133;"PSOL";"PSOL";"Renúncia";"Concorrendo"
"JOÃO BATISTA DE SOUZA";"PITA";"Vereador";36013;"PTC";"PTC";"Deferido";"Concorrendo"
"BENEDITA APARECIDA ROSA AMARAL";"PRETA";"Vereador";65111;"PC do B";"PC do B";"Deferido";"Concorrendo"
"PRISCILA GONÇALVES ROSSETTI";"PRISCILA ROSSETTI";"Vereador";23555;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"ANDRE LUIZ HOMEM DE MELLO OLIVEIRA";"PROF ANDRE HOMEM";"Vereador";45100;"PSDB";"PSDB";"Deferido";"Concorrendo"
"CLAUDIO CALASANS CAMARGO";"PROF CALASANS CAMARGO";"Vereador";45500;"PSDB";"PSDB";"Deferido";"Concorrendo"
"CRISTIANO RICARDO DOS SANTOS";"PROF CRISTIANO RICARDO";"Vereador";18888;"REDE";"REDE";"Deferido";"Concorrendo"
"BIANCA MEIRE DOS SANTOS";"PROFESSORA BIANCA";"Vereador";17888;"PSL";"PSL";"Deferido";"Concorrendo"
"CARMEN APARECIDA MORAES PADILHA";"PROFESSORA CARMEM PADILHA";"Vereador";13013;"PT";"PT";"Deferido";"Concorrendo"
"MARIA DA GLÓRIA CONCEIÇÃO ARAÚJO";"PROFESSORA GLÓRIA";"Vereador";22770;"PL";"PL";"Deferido";"Concorrendo"
"MARIA INES MOREIRA CARVALHO";"PROFESSORA INÊS";"Vereador";51600;"PATRIOTA";"PATRIOTA";"Deferido";"Concorrendo"
"JESSICA MARQUES RIBEIRO";"PROFESSORA JESSICA MARQUES";"Vereador";50000;"PSOL";"PSOL";"Deferido";"Concorrendo"
"JOCIANA SANTOS VIEIRA MORAIS";"PROFESSORA JOCIANA";"Vereador";15007;"MDB";"MDB";"Deferido";"Concorrendo"
"KELI CRISTINA HAYASHI PEREIRA";"PROFESSORA KELI HAYASHI";"Vereador";55110;"PSD";"PSD";"Deferido";"Concorrendo"
"LUCIANA LEITE";"PROFESSORA LUCIANA LEITE";"Vereador";13018;"PT";"PT";"Deferido";"Concorrendo"
"PATRÍCIA VALDÉLIA DOS SANTOS";"PROFESSORA PATRÍCIA VALDÉLIA";"Vereador";11111;"PP";"PP";"Deferido";"Concorrendo"
"ROSEMARY DA SILVA";"PROFESSORA ROSE";"Vereador";17170;"PSL";"PSL";"Deferido";"Concorrendo"
"SANDRA SOBRINHO";"PROFESSORA SANDRA";"Vereador";77775;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Concorrendo"
"VALÉRIA RODRIGUES DE SOUSA";"PROFESSORA VALÉRIA RODRIGUES";"Vereador";22122;"PL";"PL";"Deferido";"Concorrendo"
"LUIZ FRANCISCO MAURICIO PEREIRA";"PROFESSOR CHICÃO";"Vereador";11456;"PP";"PP";"Deferido";"Concorrendo"
"CLAUDINEY FRANCISCO DE OLIVEIRA";"PROFESSOR CLAUDINEY";"Vereador";17100;"PSL";"PSL";"Deferido";"Concorrendo"
"LUIZ CARLOS DE LIMA";"PROFESSOR LUIZ CARLOS LIMA";"Vereador";13700;"PT";"PT";"Deferido";"Concorrendo"
"MARCIO ANDERSON NOGUEIRA BARBOSA";"PROFESSOR MARCIO ANDERSON";"Vereador";22002;"PL";"PL";"Deferido";"Concorrendo"
"MARQUES AURÉLIO VIANA";"PROFESSOR MARQUES DA ACADEMIA";"Vereador";17600;"PSL";"PSL";"Deferido";"Concorrendo"
"PAULO CESAR RODRIGUES DA SILVA";"PROFESSOR PAULO CÉSAR";"Vereador";13213;"PT";"PT";"Deferido";"Concorrendo"
"RENATO CONSIGLIO";"PROFESSOR RENATO CONSIGLIO";"Vereador";70156;"AVANTE";"AVANTE";"Deferido";"Concorrendo"
"ROBERVAL RODOLFO DE OLIVEIRA";"PROFESSOR ROBERVAL";"Vereador";55355;"PSD";"PSD";"Deferido";"Concorrendo"
"THIAGO CARDOSO DA COSTA";"PROFESSOR THIAGO COSTA";"Vereador";14321;"PTB";"PTB";"Deferido";"Concorrendo"
"MARCELO PEROTTI FRIGGI";"PROF MARCELO PEROTTI FRIGGI";"Vereador";23100;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"MARGARIDO MARCOS APARECIDO CORREA";"PROF MARCOS TIO GALINHA";"Vereador";23777;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"MARIO DE SOUZA";"PURURUCA DO POVO";"Vereador";28007;"PRTB";"PRTB";"Deferido";"Concorrendo"
"JOAQUIM LEONARDO DOS SANTOS";"QUINZINHO";"Vereador";23015;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"RAFAEL BORGES AZEVEDO";"RAFAEL DO MERCADINHO";"Vereador";14123;"PTB";"PTB";"Deferido";"Concorrendo"
"RAFAEL APARECIDO RODRIGUES SABARA";"RAFAEL EMPREGA SÃO JOSÉ";"Vereador";20555;"PSC";"PSC";"Deferido";"Concorrendo"
"RAFAEL AFONSO PASCUCCI";"RAFAEL PASCUCCI";"Vereador";14676;"PTB";"PTB";"Deferido";"Concorrendo"
"RAFAEL HENRIQUE PEREIRA";"RAFAEL PEREIRA";"Vereador";18800;"REDE";"REDE";"Deferido";"Concorrendo"
"RAFAEL LOPES VENANCIO";"RAFAEL RENOVA ZONA NORTE";"Vereador";36648;"PTC";"PTC";"Deferido";"Concorrendo"
"RAIMUNDO DONATO GOUVEIA";"RAIMUNDO DA PADARIA";"Vereador";25500;"DEM";"DEM";"Deferido";"Concorrendo"
"REGIANE DOS SANTOS BEZERRA";"REGIANE BEZERRA";"Vereador";25624;"DEM";"DEM";"Deferido";"Concorrendo"
"REGINA FATIMA DOS SANTOS ENDO";"REGINA ENDO";"Vereador";19010;"PODE";"PODE";"Indeferido com recurso";"Concorrendo"
"REGINALDO CERQUEIRA DE JESUS";"REGINALDO MOTORISTA DA MARINGÁ";"Vereador";28500;"PRTB";"PRTB";"Indeferido com recurso";"Concorrendo"
"RENATA DA COSTA MAIA";"RENATA MAIA";"Vereador";14999;"PTB";"PTB";"Deferido";"Concorrendo"
"RENATO BENTO LUIZ";"RENATAO";"Vereador";50500;"PSOL";"PSOL";"Deferido";"Concorrendo"
"RENATO LEANDRO VIEIRA";"RENATO DO BANHADO";"Vereador";50789;"PSOL";"PSOL";"Deferido";"Concorrendo"
"JOSE RENATO PENELUPPI";"RENATO PENELUPPI";"Vereador";20444;"PSC";"PSC";"Deferido";"Concorrendo"
"RENATO CAMARGO SANTIAGO";"RENATO SANTIAGO";"Vereador";45999;"PSDB";"PSDB";"Deferido";"Concorrendo"
"RICARDO BELMIRO FEITOSA";"RICARDO COXA";"Vereador";10777;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Concorrendo"
"RICARDO ALESSANDRO GONÇALVES";"RICARDO LAVA-RÁPIDO";"Vereador";55575;"PSD";"PSD";"Deferido";"Concorrendo"
"RICHARD RODRIGUES DE CARVALHO";"RICHARD PEXE";"Vereador";14100;"PTB";"PTB";"Deferido";"Concorrendo"
"RICHARD COSTA FERNANDES";"RICK FILHO";"Vereador";36777;"PTC";"PTC";"Deferido";"Concorrendo"
"RILDO ANTONIO DA SILVA";"RILDO ENFERMEIRO";"Vereador";51111;"PATRIOTA";"PATRIOTA";"Deferido";"Concorrendo"
"RITA DE CASSIA COSTA SILVA";"RITA DE CASSIA";"Vereador";28318;"PRTB";"PRTB";"Indeferido";"Concorrendo"
"ROBERTO RIVELINO DOS REIS SILVA";"RIVA";"Vereador";65010;"PC do B";"PC do B";"Deferido";"Concorrendo"
"ROBERTA MIRANDA PEREIRA DA COSTA";"ROBERTA MIRANDA";"Vereador";20400;"PSC";"PSC";"Deferido";"Concorrendo"
"ROBERTA FERREIRA DOS SANTOS";"ROBERTA SANTOS";"Vereador";55181;"PSD";"PSD";"Deferido";"Concorrendo"
"ROBERTO DA PENHA RAMOS";"ROBERTINHO DA PADARIA";"Vereador";23023;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"ROBERTO DE ASSIS CHAGAS";"ROBERTO CHAGAS";"Vereador";22222;"PL";"PL";"Deferido";"Concorrendo"
"JOSÉ ROBERTO DE CASTRO MORAIS";"ROBERTO DO ELEVEN";"Vereador";45111;"PSDB";"PSDB";"Deferido";"Concorrendo"
"ROBERTO FELTRIN";"ROBERTO FELTRIN";"Vereador";28123;"PRTB";"PRTB";"Deferido";"Concorrendo"
"ROBERVAL DE SOUSA SANTOS";"ROBERVAL";"Vereador";23699;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"RODOLFO NOGUEIRA DE SÁ";"RODOLFO NOGUEIRA";"Vereador";10789;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Concorrendo"
"RODRIGO CÁSSIO GONÇALVES";"RODRIGO GONÇALVES";"Vereador";11700;"PP";"PP";"Deferido";"Concorrendo"
"RODRIGO DE SANTANA CORREA LOPES";"RODRIGO SANTANA";"Vereador";70770;"AVANTE";"AVANTE";"Deferido";"Concorrendo"
"ROGER MARCOS DE PAULA";"ROGER DANIEL DA ELETRÔNICA";"Vereador";51777;"PATRIOTA";"PATRIOTA";"Deferido";"Concorrendo"
"ROGÉRIO DE ABREU";"ROGERINHO";"Vereador";14700;"PTB";"PTB";"Deferido";"Concorrendo"
"ROGÉRIO CRISTÓVÃO ALVES";"ROGÉRIO DA ACASEM";"Vereador";15500;"MDB";"MDB";"Deferido";"Concorrendo"
"ROGERIO DA SILVA SANTOS";"ROGÉRIO DA FOTO SANTOS";"Vereador";51251;"PATRIOTA";"PATRIOTA";"Deferido";"Concorrendo"
"ROGÉRIO FRANCISCO TEODORO";"ROGÉRIO MINEIRINHO";"Vereador";25555;"DEM";"DEM";"Deferido";"Concorrendo"
"ROMILDO DA SILVA NEGROMONTE";"ROMILDO NEGROMONTE NORDESTINO";"Vereador";13400;"PT";"PT";"Deferido";"Concorrendo"
"RONALDO DA NÓBREGA DIAS";"RONALDO DIAS";"Vereador";30010;"NOVO";"NOVO";"Deferido";"Concorrendo"
"RONALDO DE CÁSSIO EVANGELISTA BARBOSA";"RONALDO DO INSTITUTO";"Vereador";11800;"PP";"PP";"Deferido";"Concorrendo"
"ROSA MARIA DE OLIVEIRA CORRÊA LIMA";"ROSA MARIA";"Vereador";36008;"PTC";"PTC";"Indeferido";"Concorrendo"
"ROSANA APARECIDA DE LIMA SOUZA";"ROSANA LIMA";"Vereador";77240;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Concorrendo"
"ROSANGELA APARECIDA SILVA PEREIRA";"ROSANGELA";"Vereador";45133;"PSDB";"PSDB";"Deferido";"Concorrendo"
"ROSANGELA BEZERRA LIMA";"ROSANGELA LIMA";"Vereador";28777;"PRTB";"PRTB";"Deferido";"Concorrendo"
"ROSÂNIA MARIA GULLO DA SILVA";"ROSANIA GULLO";"Vereador";15015;"MDB";"MDB";"Deferido";"Concorrendo"
"ROSEMARY APARECIDA DA COSTA";"ROSE DO BALADA FEST";"Vereador";10007;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Concorrendo"
"ROSE MARY REIS";"ROSE REIS";"Vereador";25060;"DEM";"DEM";"Deferido";"Concorrendo"
"ROSICLER SERRANO CAMPOS GABRIEL";"ROSICLER";"Vereador";19888;"PODE";"PODE";"Deferido";"Concorrendo"
"ROSILENE APARECIDA LAURINDO DA SILVA SANTOS";"ROSI DIRETORA";"Vereador";20700;"PSC";"PSC";"Deferido";"Concorrendo"
"ROZELI PEREIRA DO NASCIMENTO";"ROZE NASCIMENTO";"Vereador";77700;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Concorrendo"
"ROZIANE BÔAVENTURA DE ALMEIDA";"ROZI BOAVENTURA";"Vereador";15700;"MDB";"MDB";"Deferido";"Concorrendo"
"RUBENS RAMOS JUNIOR";"RUBINHO";"Vereador";23113;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"CARMEN SALETE SILVA SENE";"SALETE MÃE DO MARGARIDA";"Vereador";25333;"DEM";"DEM";"Deferido";"Concorrendo"
"SAMUEL COELHO COSTA";"SAMUEL COSTA";"Vereador";55192;"PSD";"PSD";"Deferido";"Concorrendo"
"SAMUEL GOMES DA SILVA";"SAMUEL GOMMEZ";"Vereador";15333;"MDB";"MDB";"Deferido";"Concorrendo"
"SAMUEL ROMERO JUNIOR";"SAMUEL ROMERO";"Vereador";20019;"PSC";"PSC";"Deferido";"Concorrendo"
"SANDRA CRISTIANE PEREIRA";"SANDRA CRISTINY";"Vereador";22531;"PL";"PL";"Deferido";"Concorrendo"
"SANDRA DE CAMARGO SILVA";"SANDRA MISSIONARIA";"Vereador";14137;"PTB";"PTB";"Deferido";"Concorrendo"
"SANDRA TURSI";"SANDRA TURSI";"Vereador";77760;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Concorrendo"
"SANDRO GOULART BARBOSA";"SANDRO PROTEÇÃO";"Vereador";15080;"MDB";"MDB";"Deferido";"Concorrendo"
"SONIA CANDIDA RODRIGUES";"SANY LEÃO";"Vereador";45777;"PSDB";"PSDB";"Deferido";"Concorrendo"
"JOSÉ CARLOS ANTUNES";"SARGENTO ANTUNES";"Vereador";22000;"PL";"PL";"Deferido";"Concorrendo"
"EDMILSON FERREIRA";"SARGENTO FERREIRA";"Vereador";28190;"PRTB";"PRTB";"Deferido";"Concorrendo"
"VALTER ISIDORO DE SOUSA";"SARGENTO ISIDORO";"Vereador";40190;"PSB";"PSB";"Deferido";"Concorrendo"
"RODRIGO ALMEIDA DE MENDONÇA";"SARGENTO MENDONÇA";"Vereador";25222;"DEM";"DEM";"Deferido";"Concorrendo"
"JOSÉ SEBASTIÃO RIBEIRO";"SEBASTIÃO VELA";"Vereador";13999;"PT";"PT";"Deferido";"Concorrendo"
"JOSE CARLOS SENDRETTI";"SENDRETTI";"Vereador";20101;"PSC";"PSC";"Deferido";"Concorrendo"
"SERGIO HENRIQUE PIRES";"SERGINHO PIRES";"Vereador";16789;"PSTU";"PSTU";"Deferido";"Concorrendo"
"PAULO SÉRGIO DA SILVA";"SERGINHO VENETUR";"Vereador";10033;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Concorrendo"
"SERGIO CAMARGO DA SILVA";"SERGIO CAMARGO";"Vereador";45620;"PSDB";"PSDB";"Deferido";"Concorrendo"
"SÉRGIO LUIZ DE SOUZA";"SÉRGIO FEIJÃO";"Vereador";11999;"PP";"PP";"Deferido";"Concorrendo"
"SERGIO LUIZ GOMES MACHADO";"SERGIO LUIZ GOMES MACHADO";"Vereador";36321;"PTC";"PTC";"Indeferido com recurso";"Concorrendo"
"JAIRO FERNANDES";"SEU JAIRO DA LESTE";"Vereador";22231;"PL";"PL";"Deferido";"Concorrendo"
"SEVERINA DE MELO LIMA";"SEVERINA MELO";"Vereador";11029;"PP";"PP";"Deferido";"Concorrendo"
"SHAKESPEARE VIANA CARVALHO";"SHAKESPEARE";"Vereador";10123;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Concorrendo"
"SIDNEY DE SIQUEIRA CAMPOS FERNANDES";"SIDNEY CAMPOS";"Vereador";45455;"PSDB";"PSDB";"Deferido";"Concorrendo"
"WALTER FERNANDES CANDELARIO";"SIENA DA AUTO ESCOLA";"Vereador";28100;"PRTB";"PRTB";"Deferido";"Concorrendo"
"SILVANO MACHADO DE JESUS";"SILVANO";"Vereador";55222;"PSD";"PSD";"Deferido";"Concorrendo"
"SILVIO APARECIDO SANTOS DA SILVA";"SILVIO DA FARMÁCIA";"Vereador";15710;"MDB";"MDB";"Deferido";"Concorrendo"
"EDSON DAS NEVES";"SINDICO PEPITO";"Vereador";36654;"PTC";"PTC";"Indeferido com recurso";"Concorrendo"
"SOFIA APARECIDA DA SILVA";"SOFIA COIMBRA";"Vereador";70444;"AVANTE";"AVANTE";"Deferido";"Concorrendo"
"SONIA PEREIRA DA SILVA";"SONIA DO SACOLAO";"Vereador";65071;"PC do B";"PC do B";"Deferido";"Concorrendo"
"REGINALDO SILVA RIBEIRO";"TALIBAN";"Vereador";77441;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Concorrendo"
"TALITA NASCIMENTO DOS SANTOS";"TALITA SANTOS";"Vereador";28080;"PRTB";"PRTB";"Deferido";"Concorrendo"
"JOÃO DAS MERCES ALMEIDA";"TAMPÃO";"Vereador";55422;"PSD";"PSD";"Deferido";"Concorrendo"
"TANIA MARIA DE MATTOS BEZERRA";"TANIATRIATLETA EM REDE";"Vereador";18018;"REDE";"REDE";"Indeferido com recurso";"Concorrendo"
"TATHIANE SILVA SALES";"TATHI SALES";"Vereador";15100;"MDB";"MDB";"Deferido";"Concorrendo"
"TATIANA LOPES SALVADOR";"TATI LOPES";"Vereador";65555;"PC do B";"PC do B";"Deferido";"Concorrendo"
"TELMA MARIA DAVINO DE OLIVEIRA";"TELMA DAVINO";"Vereador";45300;"PSDB";"PSDB";"Deferido";"Concorrendo"
"TERCIO DE OLIVEIRA LEITE";"TERCIO MIUPE";"Vereador";36028;"PTC";"PTC";"Indeferido com recurso";"Concorrendo"
"THEBAS GRANZA BRAZ";"THEBAS THEBANO";"Vereador";36123;"PTC";"PTC";"Deferido";"Concorrendo"
"THIAGO HENRIQUE DIAS SERPA DE OLIVEIRA";"THIAGO SERPA";"Vereador";13111;"PT";"PT";"Deferido";"Concorrendo"
"THIAGO CLAUDINO BARBOSA DUARTE";"THIAGO THUIU";"Vereador";70111;"AVANTE";"AVANTE";"Indeferido com recurso";"Concorrendo"
"THOMAZ HENRIQUE BARBOSA DA SILVA";"THOMAZ HENRIQUE";"Vereador";30300;"NOVO";"NOVO";"Deferido";"Concorrendo"
"TIAGO FELIPE LOBO DOS SANTOS";"TIAGO DO PASTEL";"Vereador";51789;"PATRIOTA";"PATRIOTA";"Deferido";"Concorrendo"
"TIAGO MACIEL FERREIRA DA SILVA";"TIAGO MACIEL";"Vereador";55033;"PSD";"PSD";"Deferido";"Concorrendo"
"LAUDELINE DA SILVA";"TIA LILA";"Vereador";14888;"PTB";"PTB";"Deferido";"Concorrendo"
"LOURDES DE SOUZA MATOS";"TIA LOURDES ESCOLAR";"Vereador";23245;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"LUCIANA CASIMIRO DE ASSIS SOUSA";"TIA LU";"Vereador";22700;"PL";"PL";"Deferido";"Concorrendo"
"SEBASTIÃO PEREIRA DA SILVA";"TIÃO DA AREIA";"Vereador";13007;"PT";"PT";"Deferido";"Concorrendo"
"LIOVALDO LUIZ DA SILVA";"TIAO DO POVO";"Vereador";65190;"PC do B";"PC do B";"Deferido";"Concorrendo"
"TATIANE FARTIR DOS SANTOS";"TIA TATY";"Vereador";17345;"PSL";"PSL";"Deferido";"Concorrendo"
"CRISTIANO WENCESLAU FERNANDES";"TIO LÚ";"Vereador";25888;"DEM";"DEM";"Deferido";"Concorrendo"
"EDINILSON CAMPOS DA CONCEIÇÃO";"TODYNHO";"Vereador";70170;"AVANTE";"AVANTE";"Deferido";"Concorrendo"
"ANTONIO DONIZETE FERREIRA";"TONINHO FERREIRA";"Vereador";16123;"PSTU";"PSTU";"Deferido";"Concorrendo"
"JOSÉ RODOLFO DA ROSA";"TUNA DO LAVA RAPIDO";"Vereador";77024;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Concorrendo"
"VALDIR DE ALVARENGA";"VALDIR ALVARENGA";"Vereador";77600;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Concorrendo"
"VALDIR DA SILVA SANTOS";"VALDIR DO ALTOS DE SANTANA";"Vereador";13250;"PT";"PT";"Deferido";"Concorrendo"
"VALDIR VALENTIM DE PINHO CLARET";"VALDIR MASSAGISTA";"Vereador";36888;"PTC";"PTC";"Deferido";"Concorrendo"
"VALÉRIA DE PAULA";"VALÉRIA DE PAULA";"Vereador";23257;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"VALERIA DE FATIMA CESAR LEITE CHAVES";"VALERIA LEITE";"Vereador";55333;"PSD";"PSD";"Deferido";"Concorrendo"
"VALMIR NASCIMENTO MELO";"VALMIR MELO";"Vereador";70333;"AVANTE";"AVANTE";"Indeferido";"Concorrendo"
"VALTER WILSON RIBAS";"VALTER DA ECOLIFE";"Vereador";22444;"PL";"PL";"Deferido";"Concorrendo"
"VANDERLEI FRANCISCO DA GRAÇA";"VANDERLEI DA GRAÇA D MADUREIRA";"Vereador";25469;"DEM";"DEM";"Deferido";"Concorrendo"
"ALEXANDRE CARDOSO VELLOSO";"VELLOSO DA HOCUS POCUS";"Vereador";13220;"PT";"PT";"Deferido";"Concorrendo"
"VERA LUCIA DE SOUZA";"VERINHA DO SANTA INÊS";"Vereador";14333;"PTB";"PTB";"Deferido";"Concorrendo"
"VICTOR PUREZA ALEIXO";"VICTOR ALEIXO";"Vereador";22345;"PL";"PL";"Deferido";"Concorrendo"
"VINICIUS DE OLIVEIRA SANTOS";"VINICIUS DOS ANJOS DE PLANTÃO";"Vereador";17333;"PSL";"PSL";"Deferido";"Concorrendo"
"VIVIANE TAMIÃO SERENCH LEITE";"VIVIANE LEITE";"Vereador";55888;"PSD";"PSD";"Deferido";"Concorrendo"
"VIVIANE APARECIDA DE OLIVEIRA SANTOS";"VIVI OLIVEIRA";"Vereador";28018;"PRTB";"PRTB";"Deferido";"Concorrendo"
"RICARDO FERNANDES VOLU";"VOLU";"Vereador";11061;"PP";"PP";"Deferido";"Concorrendo"
"WAGNER DOS SANTOS LIMA";"WAGNER LIMA";"Vereador";36120;"PTC";"PTC";"Deferido";"Concorrendo"
"WALLACE DO PRADO OLIVEIRA";"WALLACE PRADO";"Vereador";36000;"PTC";"PTC";"Deferido";"Concorrendo"
"WALTENCIR PEREIRA DOS SANTOS";"WALTENCIR PEREIRA";"Vereador";17200;"PSL";"PSL";"Deferido";"Concorrendo"
"WALTER KATSUNORI HAYASHI";"WALTER HAYASHI";"Vereador";20100;"PSC";"PSC";"Deferido";"Concorrendo"
"JOSÉ WANDERLEY DE ALMEIDA";"WANDERLEY ÁGUAS";"Vereador";23020;"CIDADANIA";"CIDADANIA";"Deferido";"Concorrendo"
"WELLINGTON MARQUES DE ARAUJO";"WELL DOUTORES DA ALEGRIA ";"Vereador";51000;"PATRIOTA";"PATRIOTA";"Deferido";"Concorrendo"
"WELLINGTON DOS SANTOS DE MOURA";"WELLINGTON MOURA";"Vereador";36064;"PTC";"PTC";"Indeferido";"Concorrendo"
"WILLIAM CHARLES DA CUNHA";"WILLIAM DA FARMÁCIA";"Vereador";25055;"DEM";"DEM";"Deferido";"Concorrendo"
"WILLIAM FERREIRA DE SOUZA";"WILLIAM LOKO";"Vereador";20900;"PSC";"PSC";"Deferido";"Concorrendo"
"WILLIAM SANTOS REZENDE";"WILLIAM REZENDE";"Vereador";13550;"PT";"PT";"Deferido";"Concorrendo"
"WILLIANS PEREIRA DA SILVA";"WILLIANS AUTISMO";"Vereador";19001;"PODE";"PODE";"Deferido";"Concorrendo"
"WILLIS BENTO GOULART";"WILLIS";"Vereador";77777;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Concorrendo"
"WILSON BARBOSA NETO";"WILSON BARBOSA";"Vereador";15012;"MDB";"MDB";"Deferido";"Concorrendo"
"WILSON DA PAZ";"WILSON VIGILANTE";"Vereador";28222;"PRTB";"PRTB";"Deferido";"Concorrendo"
"YURI RODOLFO PEREIRA MORENO";"YURI MORENO";"Vereador";51190;"PATRIOTA";"PATRIOTA";"Deferido";"Concorrendo"
"JOSÉ CARLOS DE SOUZA";"ZÉ CARLOS DOS CONDUTORES";"Vereador";13100;"PT";"PT";"Deferido";"Concorrendo"
"JOSEFA FRANCISCA ALVES DE LIMA";"ZEFA GUERREIRA MORUMBI-REGIÃO";"Vereador";55778;"PSD";"PSD";"Deferido";"Concorrendo"
"JOSE LUIS NUNES DO COUTO";"ZÉ LUIS";"Vereador";55055;"PSD";"PSD";"Deferido";"Concorrendo"
"ZENUBIA SANTANA COSTA DE OLIVEIRA";"ZENUBIA  BIA";"Vereador";45077;"PSDB";"PSDB";"Deferido";"Concorrendo"
"JOSÉ DE JESUS";"ZÉ TIRIRICA";"Vereador";10222;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Concorrendo"
